Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.48984566667059,1.4473051571846,-3.78133822917938,-1.60795389890671,4.3564580524178
0.499774666677695,2.2818202136457,-4.32619698643684,-0.232029796242714,4.89658265315738
0.509703666670248,2.60068949460983,-4.10939450919628,1.14733013033867,4.99670646602034
0.519632666677353,2.20502273708582,-3.65960680067539,1.6217235070467,4.56999281617847
0.529561666669906,2.06526755869389,-2.59197188079357,1.23199722826481,3.53574115148014
0.539490666677011,1.99952687457204,-1.62828963786364,0.349193964600563,2.60218586803929
0.549419666669564,2.11235197037458,-0.289437174797058,0.583818170428276,2.21057648160431
0.559348666676669,0.929920565932989,0.0541004857420921,-0.445905157327652,1.03271996728739
0.569277666669223,0.47849899917841,1.085230653584,-1.39077076792717,1.82782115990975
0.579206666676328,0.392651421502233,2.3920701956749,-1.21446201324463,2.71128990361748
0.589135666668881,-0.205837193727493,2.77331157982349,-0.922985914349556,2.93010734738377
0.599064666675986,-0.600612250864506,2.97989780187607,-0.480033600926399,3.07749220040161
0.608993666668539,-2.98979421436787,4.86688550949097,1.88431728422642,6.01465673454397
0.618922666675644,-7.1777852421999,6.16591170966625,4.28926831126213,10.3892680608664
0.628851666668197,-6.18923391401768,4.86130024909973,1.98148865282536,8.11573495350848
0.638780666675302,-2.27053157910705,2.50834500253201,-0.775969371199608,3.47120105561311
0.648709666667855,-0.635488480255008,1.95249216422439,-1.68190246582031,2.65421686461881
0.65863866667496,-1.65508538067341,1.26195134460926,-2.85925921797752,3.53655087466155
0.668567666667514,-1.08897813409567,0.443786711096764,-3.47841211259365,3.6718075720989
0.678496666674619,0.690712508484721,-0.516499030441046,-2.89794965922833,3.02356862750713
0.688425666667172,1.63141833677888,-0.934125006347895,-3.87955215632916,4.31103702729877
0.698354666674277,2.24297642916441,-0.898502014428377,-2.3765592867136,3.38914195261627
0.70828366666683,3.10086704581976,-0.481672721654177,-1.02122907757759,3.30004452629456
0.718212666673935,2.9450899118185,0.900967785269022,-3.38688973903656,4.57780729642247
0.728141666666488,1.77690480977297,1.65083810940385,-1.73410172939301,2.98157105807294
