t(s),a(m/s²)
0.0131690832786262,-5.99644829034805
0.0231570831965655,-5.98272721409798
0.03314608335495,-5.90884530544281
0.0431350832805038,-4.71482048034668
0.0531230831984431,-2.9261501955986
0.0631120833568275,-1.03066056333482
0.0731010832823813,0.401102621555328
0.0830890832003206,1.6638310611248
0.093078083358705,2.64289469718933
0.103066083276644,2.37398943543434
0.113055083202198,-0.280366827696562
0.123044083360583,-5.0403829228878
0.133032083278522,-6.46336249351502
0.143021083204076,-4.52927312493324
0.15301008336246,-1.55256190940738
0.162998083280399,1.18093422487378
0.172987083205953,4.76347136110067
0.182975083356723,7.86273334622383
0.192964083282277,8.84356868863106
0.202953083207831,8.48312409639359
0.212941083358601,8.28412463665009
0.222930083284155,6.87060703039169
0.232919083209708,5.93788959503174
0.242907083360478,6.26989800810814
0.252896083286032,4.67907849758864
0.262885083211586,3.36604880064726
0.272873083362356,1.61955009698868
0.28286208328791,-0.886190848052502
0.292850083205849,-1.58479834020138
0.302839708281681,-2.15689459741116
0.312828708207235,-2.03706497579813
0.322816708358005,-1.85458682388067
0.332805708283559,-1.07753045529127
0.342794708209112,0.402846845984459
0.352782708359882,1.87750030785799
0.362771708285436,3.136198554039
0.372759708203375,3.70928445249796
0.38274870836176,3.81986202478409
0.392737708287314,3.65253605514765
0.402725708205253,3.28850098013878
0.412714708363637,3.10073168277741
0.422703708289191,2.75622572332621
0.43269170820713,1.51692239910364
0.442680708365515,-1.38244287103415
0.452668708283454,-4.70052140682936
0.462657708209008,-5.13524230241776
0.472646708367392,-4.68659655511379
0.482634708285332,-4.88808371275663
0.492623708210886,-4.96802129030228
0.50261270836927,-4.60006770372391
0.512600708287209,-4.45554090499878
0.522589708212763,-3.88797185450792
0.532578708371148,-1.45205923587084
0.542566708289087,1.20492403507233
0.552555708214641,3.35291712373495
0.562543708365411,4.33399746447802
0.572532708290964,3.19667162775993
0.582521708216518,4.04398463129997
0.592509708367288,7.07081686377525
0.602498708292842,8.33357220053673
0.612487708218396,5.50914484620094
0.622475708369166,2.25408146113157
0.63246470829472,0.994788845479488
0.642452708212659,0.371248784959316
0.652441708371043,-1.26504510641098
0.662430708296597,-2.22907905936241
0.672418708214536,-2.36858149185777
0.682407708372921,-2.82714894086123
0.692396708298475,-2.29289893314242
0.702384708216414,-1.62618814855814
0.712373708374798,-1.0196675786376
0.722361708292738,0.60657407194376
0.732350708218291,1.50463491395116
0.742339708376676,1.80354106977582
0.752327708294615,1.81202421024442
0.762316708220169,-0.167281530797482
0.772305708378553,-1.18495111584663
0.782293708296493,-0.27955421090126
0.792282708222047,0.150908449888229
0.802270708372816,-0.273057954311371
0.81225970829837,-0.35024573251605
0.822248708223924,-0.210952045619488
0.832236708374694,0.175063590109348
0.842225708300248,0.25486390426755
0.852214708225802,0.16836355805397
0.862202708376572,0.14277731180191
0.872191708302125,-0.128412895649672
0.882179708220065,-0.664837775230408
0.892168708378449,-1.24854996487498
0.902157708304003,-2.06721526622772
0.912145708221942,-3.11525031924248
0.922134708380327,-4.08202895522118
0.93212370830588,-4.53736216306686
0.94211170822382,-4.38254075646401
0.952100708382204,-3.8403494989872
0.962089708307758,-3.50278623104095
0.972077708225697,-3.54708824515343
0.982066708384082,-3.49528074502945
0.992054708302021,-2.78198124647141
1.00204370822757,-1.81044765472412
1.01203270838596,-2.01547325491905
1.0220207083039,-3.52459985375404
1.03200970822945,-5.23679674386978
1.04199870838784,-5.75495360612869
1.05198670830578,-5.15124262332916
1.06197570823133,-5.01811087846756
1.0719637083821,-4.51066260695457
1.08195270830765,-2.93871703147888
1.09194170823321,-0.806514494866133
1.10192970838398,0.810994777679443
1.11191870830953,1.78647056221962
1.12190770823509,1.77715243935585
1.13189570838586,0.720835243910551
1.14188470831141,-1.45513238623738
1.15187270822935,-4.18240693688393
1.16186170838773,-5.1588603758812
1.17185070831329,-4.31767876267433
1.18183870823123,-0.665100169032812
1.19182770838961,1.60255428761244
1.20181670831516,3.89691897153854
1.2118047082331,5.54591213822365
1.22179370839149,7.07294466555119
1.23178170830943,7.24776062607765
1.24177070823498,7.44630049467087
1.25175970839337,7.93735902070999
1.2617477083113,6.65796835541725
1.27173670823686,5.32665909290314
1.28172570839524,3.8876104965806
1.29171370831318,2.89588383793831
1.30170120834373,2.05763664990664
1.31168920826167,1.21370012104511
1.32167820818722,-0.369957427382469
1.33166720834561,-1.45278195172548
1.34165520826355,-2.018781901896
1.3516442081891,-1.51083983302116
1.36163220833987,-1.14142648905516
1.37162120826542,-0.236131325662136
1.38161020819098,1.28108197242022
1.39159820834175,2.71004587590694
1.4015872082673,3.32802260309458
1.41157620819286,3.0556075501442
1.42156420834363,2.51405831694603
1.43155320826918,2.32245500028133
1.44154120818712,2.04150038123131
1.4515302083455,1.94218922406435
1.46151920827106,1.89696890473366
1.471507208189,1.47070922255516
1.48149620834738,0.0240136376023293
1.49148520827293,-1.28376847565174
1.50147320819087,-2.44836514145136
1.51146220834926,-4.19365522563458
1.5214502082672,-5.11088280200958
1.53143920819275,-5.47019654273987
1.54142820835114,-5.04389242172241
1.55141620826907,-4.57984072297812
1.56140520819463,-4.07105636268854
1.57139420835301,-3.30001268595457
1.58138220827095,-1.91872668653727
1.59137120819651,0.00775720864534378
1.60135920834728,2.62799043685198
1.61134820827283,4.40862957090139
1.62133720819838,4.1824376347661
1.63132520834915,3.55382686883211
1.64131420827471,4.85088752746582
1.65130220819265,5.29895147681236
1.66129120835103,3.68189755618572
1.67128020827658,2.54809291273356
1.68126820819452,1.96716560572386
1.69125720835291,0.870403365790844
1.70124620827846,-0.215074332654476
1.7112342081964,-0.988307937830687
1.72122320835479,-1.8702234479785
1.73121120827273,-1.5971271944046
1.74120020819828,-0.961567305028439
1.75118920835666,-1.2119690528512
1.7611772082746,-0.574199939221144
1.77116620820016,0.0295858879387379
1.78115520835854,0.445949742347002
1.79114320827648,-1.08818203568459
1.80113220820203,-2.5144021332264
1.8111202083528,-3.13654821753502
1.82110920827836,-1.27844809412956
1.83109820820391,1.39625311732292
1.84108620835468,2.07696871429682
1.85107520828024,0.545682045221329
1.86106420820579,-0.109918006360531
1.87105220835656,-0.276417618244886
1.88104120828211,-0.129750884771347
1.89102920820005,0.727406344860792
1.90101820835844,1.14220913887024
1.91100720828399,0.726254443377256
1.92099520820193,-0.176720544844866
1.93098420836031,-1.22114304184914
1.94097220827825,-1.73499649956822
1.95096120820381,-1.88087268948555
1.96095020836219,-2.29470820784569
1.97093820828013,-3.06441930413246
1.98092720820569,-3.97803154706955
1.99091620836407,-4.67364906549454
2.00090420828201,-4.78204474925995
2.01089320820756,-4.35990267634392
2.02088120835833,-4.03521965503693
2.03087020828389,-4.11059260368347
2.04085920820944,-4.19858501315117
2.05084720836021,-3.74516735315323
2.06083620828576,-3.07492558121681
2.0708242082037,-3.31259267807007
2.08081320836209,-4.95275654911995
2.09080220828764,-6.41965689539909
2.10079020820558,-5.92305637836456
2.11077920836397,-4.83739215373993
2.12076820828952,-4.3913805770874
2.13075620820746,-3.37925093650818
2.14074520836584,-1.1213065123558
2.15073320828378,0.980401479005814
2.16072220820934,2.21324012160301
2.17071120836772,2.51989968538284
2.18069920828566,1.18882555402815
2.19068820821121,-1.15774394832551
2.20067620836198,-3.56553737998009
2.21066520828754,-4.33924914121628
2.22065420821309,-3.0262884414196
2.23064220836386,-0.122274634838104
2.24063120828941,1.70701771885157
2.25062020821497,3.04662768870592
2.26060820836574,4.60785677969456
2.27059720829129,5.18735385775566
2.28058520820923,4.13602536052466
2.29057420836762,5.24325674772263
2.30056320829317,7.006469424963
2.31055158330128,7.84419884204865
2.32054058322683,7.92603179454804
2.3305285833776,7.85092898726463
2.34051758330315,6.68186358690262
2.35050658322871,5.6067635267973
2.36049458337948,4.07700034976006
2.37048358330503,1.92712182641029
2.38047258323059,-0.154351290464401
2.39046058338136,-1.90316373735666
2.40044958330691,-2.51988916039467
2.41043758322485,-2.30629768162966
2.42042658338323,-1.42732960671186
2.43041558330879,0.25310754686594
2.44040358322673,2.20440293222666
2.45039258338511,3.51065190553665
2.46038058330305,4.34397252202034
2.4703695832286,4.8794850897789
2.48035858338699,4.99886067509651
2.49034658330493,4.62175619602203
2.50033558323048,3.06218742191792
2.51032358338125,0.427604249417782
2.5203125833068,-2.11977267175913
2.53030158323236,-4.73315968751907
2.54028958338313,-5.73911817669869
2.55027858330868,-4.93627675652504
2.56026758323424,-4.93024944663048
2.57025558338501,-4.60610407680273
2.58024458331056,-3.50803001403809
2.5902325832285,-3.17374966531992
2.60022158338688,-3.36522434324026
2.61021058331244,-2.18233670979738
2.62019858323038,0.139449369013309
2.63018758338876,3.13492503046989
2.6401755833067,4.3094654712081
2.65016458323225,4.30611092358828
2.66015358339064,5.90529019832611
2.67014158330858,7.77740726709366
2.68013058323413,6.78437346339226
2.69011958339252,4.54514685362577
2.70010758331046,3.27604758024216
2.71009658323601,3.11837448656559
2.72008458338678,1.38501184523106
2.73007358331233,-1.87267723202705
2.74006258323789,-3.78995585560799
2.75005058338866,-3.15666760951281
2.76003958331421,-1.96482540383935
2.77002758323215,-1.48927734822035
2.78001658339053,-1.70432069063187
2.79000558331609,-1.21895603701472
2.79999358323403,0.547246760129929
2.80998258339241,1.27214245676994
2.81997058331035,0.617621508836746
2.8299595832359,0.0344342529773712
2.83994858339429,0.628961891233921
2.84993658331223,0.638400174379349
2.85992558323778,-0.498257910311222
2.86991458339617,-0.962797559201717
2.87990258331411,0.18182984188199
2.88989158323966,0.6475268009305
