Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
260.800800333498,-1.04835971966386,4.58539762437344,8.54596880078316,9.75492246096207
260.810788333416,-1.4750813318789,5.04745688438416,8.32231572568417,9.84447179757983
260.820777333574,-1.85816619694233,5.64177373051643,8.03844977796078,9.99495208966017
260.8307663335,-2.30634869858623,6.35641516506672,7.47593944609165,10.0803238376448
260.840754333418,-2.70376362740994,7.1765637588501,6.82674531161785,10.2673198395415
260.850743333576,-2.80818729758263,7.85165521144867,6.08845305919647,10.3249051381508
260.860731333494,-2.55986014187336,8.07086381793022,5.16250085234642,9.91681106828221
260.87072033342,-1.95538185819984,7.685749822855,3.93577313482761,8.85350657760661
260.880709333578,-1.27498888134956,6.78155978322029,2.37012910366058,7.29607166281793
260.890697333496,-0.624775138646364,5.64189535260201,0.0471952164173126,5.67657947465156
260.900686333422,-0.167644789069891,4.04268245637417,-3.66326540350914,5.45810403298845
260.910674333572,-0.282175225317478,1.47383572876453,-8.34857089340687,8.48236114389185
260.920663333498,-0.915550156384707,-2.23504321932793,-10.8896135258675,11.154251791307
260.930652333424,-1.1219241245091,-6.67048256635666,-10.6871267867088,12.6478745394004
260.940640333574,0.628191959112883,-10.694728167057,-10.2783175349236,14.84640182177
260.9506293335,3.78854141414166,-11.7842363512516,-8.5659744644165,15.0531455501454
260.960618333425,4.75199678510428,-8.26282264530659,-5.98278393208981,11.253862229986
260.970606333576,3.67761213183403,-3.2252054554224,-3.80590179741383,6.19771487836098
260.980595333502,2.80454828292131,0.600536529421806,-2.00862908899784,3.50153195209971
260.99058333342,1.93405150786042,2.31646979033947,-1.05942484438419,3.19827586763729
261.000572333578,-0.389918067455292,1.22582139909267,-0.529969407320023,1.39123749751677
261.010561333504,-3.73427457511425,-1.87031729578972,-0.416640427708626,4.19719937997662
261.020549333422,-5.5509536075592,-5.87149563074112,0.844697543978691,8.12410369430931
261.03053833358,-5.81932852685452,-8.06160007417202,1.06620936870575,9.99953912324308
261.040526333498,-7.27130093157292,-7.2382974922657,-0.78524656355381,10.2898678314936
261.050515333423,-11.8035356712341,-5.87777027785778,-1.11953422129154,13.2334800658787
261.060504333582,-14.6078111815453,-5.04821059048176,0.849575875997543,15.4788357718082
261.0704923335,-11.7215027439594,-1.35835614323616,4.76222795069218,12.7246836126825
261.080481333425,-7.16017050504685,2.89154812753201,7.37709226548672,10.6794467332667
261.090469333576,-3.9596461468935,5.23276216506958,5.99965139508247,8.8913674059341
261.100458333502,-1.42769827365875,6.15798230051994,4.60257060438395,7.81938134013582
261.110447333427,0.185176349580288,5.65631926417351,6.60581002235413,8.69856102755728
261.120435333578,2.31955024972558,4.72283584356308,9.79599065601826,11.1196638752726
261.130424333503,2.44946105584502,3.09619482815266,9.75951455533505,10.5277920873171
261.140413333429,2.19000752583146,0.892811357975006,8.29967472195625,8.63005478397485
261.15040133358,2.74376267552376,-1.26583681941032,6.52104293704033,7.18711189976166
261.160390333505,3.89790276557207,-3.23744835555553,4.42836275428534,6.72942155822365
261.170378333423,5.31469510495663,-4.58482518196106,2.78653213441372,7.55191150265378
261.180367333582,6.85662341415882,-4.85056885421276,2.33918534606695,8.71854867144207
261.190356333507,7.60034714519978,-4.3549126625061,2.50800732582808,9.11156637313309
261.200344333425,6.61110876917839,-3.20353684365749,1.70566642731428,7.54179722797196
261.210333333584,5.24464429199696,-1.39444632768631,1.27312478899956,5.57419241134886
261.220321333502,4.12302992373705,0.154854735732079,1.15093216136098,4.28345661601292
261.230310333427,2.54845310121775,1.10879113197327,1.62607558965683,3.21996161572257
261.240299333585,0.614948527291417,1.62910386264324,1.93046541050077,2.59977648801525
261.250287333503,-0.690694455206394,2.20988089621067,2.12200733140111,3.14062852314784
261.260276333429,-1.96056760758162,2.62256217420101,1.83041487291455,3.75127662382222
261.270265333587,-2.6886319103837,3.02918222844601,1.10996072128415,4.19960704417214
261.280253333505,-2.73948309838772,3.35466748774052,-0.0525746365450323,4.33143459976751
261.290242333431,-2.70203255921602,2.99488596975803,-0.982637454271317,4.15161393791063
261.300230333582,-2.37702004730701,2.09875280857086,-1.18767942667007,3.38608477113596
261.310219333507,-2.48716112494469,1.21101917266846,-1.20013684652746,3.01543800274514
261.320208333433,-1.71336282491684,1.13675368666649,-1.44983641684055,2.51591866910557
261.330196333583,-0.719967590197921,1.70155905067921,-0.950933339372277,2.07796312522947
261.340185333509,-0.605403386279941,2.38473427891731,0.0177615022659302,2.4604443322549
261.350173333427,-0.448727535232902,2.81578049182892,0.216935209035873,2.85955189915482
261.360162333585,-0.334928000941873,2.95383851587772,0.458567814454436,3.00792672519647
261.370151333511,-0.149219920188189,2.59329510569572,0.144384126663208,2.60159429309004
261.380139333429,0.171009715497494,2.01215437531471,0.329655493497849,2.04613838664104
261.390128333587,0.226674039065838,1.27812240421772,0.500497247725725,1.39121367702116
261.400117333513,0.56227907449007,0.501023350954056,-0.247062987685204,0.792604741150708
261.410105333431,1.05270537033677,-0.183492059111595,-1.85767693117261,2.14308691216753
261.420094333589,1.69356517598033,-0.807584681510925,-4.02966070711613,4.44505584189671
261.430082333507,2.87733880877495,-1.18044174313545,-5.16186116695404,6.02638631655217
261.440071333433,4.07435126870871,-1.02008419275284,-4.83582685410976,6.40516443068104
261.450060333591,4.09294161379337,-1.42675219416618,-3.76771041601896,5.74312063746334
261.460048333509,2.83705032348633,-3.51786444604397,-2.69463524669409,5.26168071166051
261.470037333434,1.64069772183895,-6.02452369630337,-1.90432528674603,6.52788094097224
261.480025333585,1.66153354391456,-6.93365346372128,-1.85918536663055,7.36836578218132
261.490014333511,2.23366473823786,-6.31163835704327,-2.31300268381834,7.08350325250846
261.500003333436,2.53744396358728,-5.71518727719784,-2.80602792084217,6.85388796044518
261.509991708444,3.00189882785082,-5.94034074783325,-3.57968530297279,7.55732701696438
261.519980708603,3.51061272919178,-6.53138607680798,-4.1538690161705,8.4992960662743
261.529969708528,3.07268288165331,-6.66596091449261,-4.2908470594883,8.50222226789372
261.539957708446,2.16350633651018,-6.57544192314148,-3.77513433337212,7.88472164300879
261.549946708605,2.50639904916287,-6.76160382091999,-3.17685892224312,7.87995907581759
261.559934708523,3.75717694938183,-6.697379758358,-3.27803329467773,8.34965727066958
261.569923708448,3.93583599239588,-5.89669069826603,-3.60115920245647,7.95173652427524
261.579912708607,3.8626659822464,-5.31292281389236,-4.40673945844173,7.90991087000156
261.589900708525,5.05465597629547,-4.66049516916275,-4.72492388427258,8.34234187579593
261.59988970845,6.00148040413857,-3.60205616533756,-3.72332683324814,7.92816109616165
261.609878708608,6.2231810939312,-2.36016778707504,-2.67774000942707,7.17416660449811
261.619866708526,5.16736924409866,-1.22916834533215,-2.12085016742349,5.7193150952438
